RB 01,Rp 1.500.000,https://www.sakurafloristbandung.com/thumbs/RB-47EF4E9B-3C8C-491B-904D-1EEB9106F7BA.jpeg
RB 02,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1497235290356.png
RB 03,Rp 650.000,https://www.sakurafloristbandung.com/thumbs/RB-IMG_9871.png
RB 04,Rp 850.000,https://www.sakurafloristbandung.com/thumbs/RB-A582EEEA-1099-4055-B3AF-AEFE9B4DFD00.jpeg
RB 05,Rp 1.700.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1498707829950.png
RB 06,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/RB-20200211_160647.jpg
RB 07,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/RB-IMG_9869.png
RB 08,Rp 1.200.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1583407540786.jpg
RB 09,Rp 500.000,https://www.sakurafloristbandung.com/thumbs/RB-85DB3084-25E7-4151-B569-530D29A6D186.jpeg
RB 010,Rp 450.000,https://www.sakurafloristbandung.com/thumbs/RB-IMG_9867.png
RB 011,Rp 600.000,https://www.sakurafloristbandung.com/thumbs/RB-20200211_161009.jpg
RB 012,Rp 1.200.000,https://www.sakurafloristbandung.com/thumbs/RB-E92F4936-2B52-4881-88A4-5B8A5C65A1BC.jpeg
RB 013,Rp 850.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1447490962645.jpg
RB 014,Rp 400.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1450227869687.jpg
RB 015,Rp 850.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1449274748587.jpg
RB 016,Rp 500.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1450356651933.jpg
RB 017,Rp 800.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1455854989211.jpg
RB 018,Rp 400.000,https://www.sakurafloristbandung.com/thumbs/RB-4ACFD449-60AC-40F3-A3A0-AB0ABB8300DE.jpeg
RB 019,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/RB-PhotoGrid_1469854564553.jpg
RB 020,Rp 1.250.000,https://www.sakurafloristbandung.com/thumbs/RB-2F066392-9AF7-4287-80A4-1EE538B651F8.jpeg
