SSC 01,Rp 750.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20160304_180230.jpg
SSC 02,Rp 2.000.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20180322_205741.jpg
SSC 03,Rp 800.000,https://www.sakurafloristbandung.com/thumbs/TBC-IMG_20150812_135539.jpg
SSC 04,Rp 500.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20150824_185739.jpg
SSC 05,Rp 700.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20160520_221832.jpg
SSC 08,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG00199-20160928-0825.jpg
SSC 010,Rp 450.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20151111_130156.jpg
SSC 011,Rp 500.000,https://www.sakurafloristbandung.com/thumbs/SSC-PhotoGrid_1456820777744.jpg
SSC 012,Rp 500.000,https://www.sakurafloristbandung.com/thumbs/SSC-PhotoGrid_1455856389781.jpg
SSC 013,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20160716_065130.jpg
SSC 014,Rp 2.000.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20170506_144319.jpg
SSC 015,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20160612_075913.jpg
SSC 016,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/SSC-IMG_20180423_065009.jpg
